FEN;move;first_eval;is_capture;move_impact
r2bqrnk/1ppbn2p/p5p1/2PPQp2/4P1P1/1P2B1NP/P1B2PK1/R3R3 b - - 0 26;g8f6;False;-107;68
r2b1rk1/1ppqn2p/p4Bp1/2PP2Q1/4P3/1P4Nb/P4P2/R2BR1K1 b - - 4 32;e7d5;True;-123;162
r4rk1/1ppq3p/p4Bp1/2P3Q1/4Pn2/1P4Nb/P4P2/R2BR1K1 b - - 2 34;d7d2;False;-250;235
1k1r3r/pp2np1p/3bbp2/qP1p4/3P1P2/PQN3PP/4N1B1/R4RK1 b - - 0 20;f6f5;False;85;113
2r2rk1/pp3ppp/2n1bn2/q1bp4/5B2/2N1PN2/PP3PPP/1BRQ1RK1 w - - 8 13;f3d2;False;90;77
r1r3k1/p4ppp/4pn2/2P1Nn2/2P1bP2/P1BB4/6PP/R2R2K1 w - - 3 23;c5c6;False;86;71
1kr3r1/1p1bnp1p/pP1b4/q2p1p2/1N1P1P2/PQN3PP/5K2/R2R1B2 b - - 11 29;h7h5;False;103;103
r1r3k1/5ppp/2P1p3/p3Nn2/1BP1nP2/P2R4/6PP/R5K1 w - - 0 26;a1d1;False;76;143
rn2qrk1/pbp1bppp/1p3n2/4N3/2BP4/1QN5/PP3PPP/R1B2RK1 w - - 4 11;f1e1;False;198;138
2r5/2P3kp/4p3/4Npp1/1PPRnP2/4n3/6PP/6K1 w - - 0 32;d4d7;False;200;110
2r5/2PR3p/4p2k/4Npp1/1PP1nP2/4n3/6PP/6K1 w - - 2 33;f4g5;True;148;108
2r5/2PR3p/4p3/4Npk1/1PP1n3/4n3/6PP/6K1 w - - 0 34;h2h4;False;77;215
2r5/2PR3p/4pk2/4Np2/1PP1n2P/4n3/6P1/6K1 w - - 1 35;e5c6;False;-128;336
r4rk1/1pp1nppp/p1q2n2/2b1p3/4P3/1BP1NP2/PP2Q1PP/R1B1K2R w KQ - 2 17;g2g4;False;66;53
2rrq2k/pp2bppp/2n1bn2/1N1p4/8/PN2PPB1/1P2Q1PP/1BRR2K1 w - - 1 23;g3e1;False;107;62
r1bqk2r/pppp1ppp/2n2n2/8/1bBPP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 7;b1c3;False;2;62
r1b1k1nr/1pp1qppp/1bnp4/p3p3/P1BPP3/2P2N2/1P3PPP/RNBQ1RK1 w kq - 0 8;d4d5;False;114;52
1k6/1p3p2/p7/3P1p1p/1r3P1P/1br2BP1/3R1K2/4R3 b - - 0 41;c3c2;False;-57;81
r1bqk2r/ppp2ppp/2n5/3p4/2BPn3/2P2N2/P4PPP/R1BQ1RK1 w kq - 0 10;c1a3;False;-77;59
2rr2qk/pp2bppp/1nn1b3/NN6/3p4/P1BQPP2/1P4PP/1BRR2K1 w - - 0 27;a5c6;True;170;403
4r1k1/1pp2ppp/p1q2nn1/4p3/4P1PP/1BP1BP2/PP2Q3/2KR4 w - - 1 22;h4h5;False;247;79
1k6/1p3B2/p7/3P1p2/1r2bP1P/6P1/5K2/4R3 b - - 0 44;b4d4;False;-215;76
r4rk1/p1p2ppp/2Nnbq2/3p4/3P4/B1P5/P4PPP/R2Q1RK1 w - - 1 15;a1b1;False;43;62
r1bnk2r/1pb1qppp/2pp4/p2Pp2n/P3P3/2PBNN2/1P3PPP/R1BQ1RK1 w kq - 4 13;g2g3;False;236;122
1rr3k1/5ppp/p4n2/8/P2B4/1b5P/5PP1/R2BR1K1 w - - 4 24;d1e2;False;250;225
r4rk1/p1pb1ppp/2Nn1q2/3p4/3P4/BRP5/P4PPP/3Q1RK1 w - - 5 17;c6b4;False;24;66
r1bnk2r/1pb1q2p/2pp2p1/p2Ppp1n/PP2P3/2PBNNP1/5P1P/R1BQ1RK1 w kq - 0 15;e3g2;False;277;224
r1bnk2r/1pb1q2p/3p2p1/p2ppp1n/PP2P3/2PB1NP1/5PNP/R1BQ1RK1 w kq - 0 16;e4d5;True;183;175
r1b1k2r/1pb1qn1p/3p2p1/p2Ppp1n/PP6/2PB1NP1/5PNP/R1BQ1RK1 w kq - 1 17;f1e1;False;15;78
7k/p3b1pp/4P3/8/3B4/n1PQPP2/7P/1q4K1 w - - 0 38;d3b1;True;-93;91
r1b2rk1/1pb2n1p/3p1qp1/p2Ppp1n/PP1N4/2PB2P1/5PNP/R1BQR1K1 w - - 5 19;d4b5;False;-9;121
6k1/p3b1pp/4P3/8/2PB4/n3PP2/5K1P/8 w - - 1 41;c4c5;False;-150;63
r1bqk2r/pppp1ppp/2n2n2/8/1bBPP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 7;b1c3;False;15;65
r1bq1rk1/pp1nppbp/3p1np1/2pP4/2P1P3/2NB4/PP2NPPP/R1BQK2R w KQ - 5 8;e2f4;False;69;55
6k1/p3b1pp/4P3/1nP5/3B4/4PP2/5K1P/8 w - - 1 42;f3f4;False;-190;100
3rr1k1/p2q2pp/1np2p2/3P4/2PB4/1P1QN3/5PPP/3R2K1 w - - 4 27;d5d6;False;2;116
r2qk2r/ppp2ppp/2n1b3/3n4/1bBP4/2N2N2/PP3PPP/R1BQ1RK1 w kq - 2 10;c1g5;False;158;81
r4rk1/1p1b1nnp/3p1qp1/bN1Ppp2/P7/2P3P1/3BBPNP/R2QR1K1 w - - 4 23;e1f1;False;-32;62
2r2rk1/1p1b1nnp/3p1qp1/bN1Ppp2/P7/2P3P1/3BBPNP/R2Q1RK1 w - - 6 24;c3c4;False;-52;66
5b2/2k3pp/p3P3/2PP1P2/2K5/8/7P/8 w - - 1 49;c5c6;False;-2;117
8/4b1pp/p1PkP3/3P1P2/8/1K6/7P/8 w - - 3 51;b3a4;False;-3;155
2r2rk1/1p1b1nnp/1b1p1qp1/1N1Ppp2/P1P5/6P1/3BBPNP/R2Q1RK1 w - - 1 25;d2e3;False;-36;86
2r2rk1/1p1b2np/3p1qp1/1N1Pppn1/P1P5/4P1P1/4B1NP/R2Q1RK1 w - - 1 27;b5c3;False;-119;79
r3k2r/pppqn1pp/5p2/8/3P4/5N2/PP2QPPP/R3R1K1 w kq - 2 16;a1c1;False;70;54
2r2rk1/1p1b3p/3p1qp1/3Ppnn1/P1P4N/2N1PpP1/2Q1B2P/R4RK1 w - - 2 30;f1f3;True;-215;245
1r2r1k1/3q1pb1/pp1pbnp1/2p1n1Bp/P1P1P2P/4NP2/1P2BNP1/R2QK2R w KQ - 3 18;f2h3;False;-34;95
4r2k/6p1/2q2p1p/2p2N1P/8/1P4P1/5P1K/3Q4 w - - 3 38;d1g4;False;-175;102
2r2rk1/1p1b3p/3p1qp1/3Pp3/P1P5/2N1nNP1/2Q1B2P/R5K1 w - - 0 32;c2b1;False;-275;102
r2qk2r/1ppbnpb1/p2p2pp/4p3/2nPP3/1BP1BN2/PP3PPP/R2QKN1R b KQkq - 7 12;d7e6;False;8;67
2rq1rk1/1Q1b3p/3p2p1/n2Pp3/P3N3/5NP1/4B2P/R5K1 w - - 1 35;b7b4;False;-242;59
5rk1/7p/3N2p1/n2Pp3/P7/5NPb/1r2B2P/4R1K1 w - - 1 40;e2d1;False;-162;73
4r1k1/2Q3p1/5p1p/1q5P/5N2/6P1/5P1K/8 w - - 3 47;h2g2;False;-176;54
6k1/7p/6p1/n2Pp3/P3N3/5rPb/7P/4R2K w - - 0 44;d5d6;False;-225;79
r1bq3r/1p4k1/p1n3Pp/3pPp1Q/P2P1P1N/n1PB4/8/R3K2R w KQ - 0 26;h4f5;True;363;143
4r1k1/1q3p2/1p1p2p1/2pP3p/P2bP2P/5P1R/1P4P1/R2Q1K2 w - - 0 30;d1b3;False;128;75
3r3r/1p2q1k1/p1n3Pp/3QP3/P2P1P2/n1PB4/8/R3K2R w KQ - 1 30;d5b3;False;458;190
6k1/5p2/1p1p2p1/2pP3p/1r1bPP1P/7R/1P4P1/1R3K2 w - - 1 35;b2b3;False;179;75
8/7N/6p1/4p3/P1nk2PP/8/2b1K3/8 w - - 1 54;h7f8;False;-224;85
r1b2rk1/pp3ppp/1np1p3/q2n4/1b1P4/1BN1PN1P/PP3PPB/2RQK2R w K - 7 13;d1c2;False;136;58
r3r3/4n1bk/2qp1ppp/1pp5/4PP2/pPPN1Q2/P4BPP/4RRK1 b - - 0 28;e7g8;False;60;198
5N2/8/6p1/4p3/P1n3PP/3bk3/8/4K3 w - - 5 56;h4h5;False;-314;286
r3r1n1/6bk/2qp1ppp/1pp5/4PP2/pPPN1QB1/P5PP/4RRK1 b - - 2 29;g7f8;False;20;225
r1bq1rnk/1pp3np/p2p2p1/3Ppp2/2P1P3/2Q2NNP/PPB2PP1/3RR1K1 b - - 1 21;f5e4;True;90;159
r3rbn1/7k/2qp1ppp/1pp5/4PP1P/pPPN1QB1/P5P1/4RRK1 b - - 0 30;a8a7;False;4;277
rnbqk2r/ppp3pp/3P4/5p2/1b1pn3/5N2/PPP1QPPP/RNBK1B1R w kq - 0 8;f3g5;False;14;100
r1b2rk1/pp3ppp/2p5/q2np3/3P4/bBPRPN1P/P1Q2PPB/4K2R w K - 0 17;e3e4;False;181;59
rnbq1rk1/ppp3pp/3P4/5pN1/1b1pn3/8/PPP1QPPP/RNBK1B1R w - - 2 9;e2c4;False;-54;129
rnbq1r1k/ppp3pp/3P4/5pN1/1bQpn3/8/PPP2PPP/RNBK1B1R w - - 4 10;c4b4;True;-164;90
r1b2rk1/pp3ppp/2p5/q7/3pP3/bBnR1N1P/P1Q2PPB/5RK1 w - - 0 19;d3d4;True;122;72
r1bq1r1k/1pp3np/p2p2p1/3Pp3/2P1N3/4QN1P/PP3PP1/3RR1K1 b - - 0 24;f8f4;False;-103;66
r1bq1r1k/ppp3pp/2nP4/5pN1/1Q1pn3/8/PPP2PPP/RNBK1B1R w - - 1 11;b4a3;False;-69;185
5bn1/r6k/2qp2pp/1pp5/4RP1P/pPPN1QB1/P5P1/6K1 b - - 0 34;c6d7;False;33;56
r1bq3k/1pp3np/p2p2p1/2PPp3/4Nr2/4QN1P/PP3PP1/3RR1K1 b - - 0 25;c8f5;False;-172;99
r1bqk1nr/ppp2ppp/2np4/b3p3/2BPP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 0 7;e5d4;True;47;96
r1b2rk1/pp3ppp/1qp5/1n6/R3P3/bB3N1P/P1Q2PPB/5RK1 w - - 3 21;f3g5;False;111;94
r2q3k/1pp3np/p2p2p1/2PPpbN1/4Nr2/4Q2P/PP3PP1/3RR1K1 b - - 2 26;d8d7;False;-232;92
5bn1/r2q3k/3p2pp/1pp4P/4RP2/pPPN1QB1/P5P1/6K1 b - - 0 35;d7f5;False;-14;72
r2qk2r/pppb1ppp/1bnp1n2/4P3/2BP4/Q4N2/P4PPP/RNB2RK1 b kq - 0 11;d6e5;True;70;124
r2qk2r/pppb1ppp/1bn2n2/4P3/2B5/Q4N2/P4PPP/RNB2RK1 b kq - 0 12;f6e4;False;0;116
5bn1/r7/3p2k1/1pp2q1p/4RP1B/pPPN4/P3Q1P1/6K1 b - - 1 38;g6h7;False;-44;51
r1b2rk1/1p2qpp1/2p4p/pn2P3/R7/bB3N1P/P2Q1PPB/5RK1 w - - 0 25;a4h4;False;-65;60
r3qr1k/ppPb2pp/2n5/6N1/3p1p2/Q7/PPP1B1PP/RNB2K1n w - - 2 16;b1d2;False;-189;54
6n1/r5bk/3p4/1pp2qBp/4RP2/pPP5/P3QNP1/6K1 b - - 5 40;f5f7;False;-84;104
r1b2r1k/1p2qpp1/2p4p/pn2P3/1b5R/1B3N1P/P1Q2PPB/5RK1 w - - 4 27;h2f4;False;132;85
r3qr1k/ppPb2pp/8/4n1N1/3p1p2/Q7/PPPNB1PP/R1B2K1n w - - 4 17;d2f3;False;-109;91
r1b4k/1p2q1p1/2p2r1p/pn6/1b3B1R/1B3N1P/P1Q2PP1/5RK1 w - - 0 29;f4g5;False;302;191
6n1/r4qbk/8/1ppp2Bp/5P2/pPP2Q2/P3RNP1/6K1 b - - 1 42;d5d4;False;-95;62
r3qr1k/ppPb2pp/8/6N1/3p1pn1/Q2B1N2/PPP2nPP/R1B2K2 w - - 8 19;d3h7;True;0;213
r6k/1p2q1p1/2p2r1p/pn3bB1/1b5R/1B3N1P/P1Q2PP1/5RK1 w - - 2 30;c2c1;False;120;66
r3qr1k/ppP3pB/8/1b4N1/3p1pn1/Q4N2/PPP2nPP/R1B2K2 w - - 1 20;f1g1;False;-33;58
r1bq1rk1/pp3ppp/2n2n2/2bp4/5B2/2N1PN2/PP3PPP/2RQKB1R w K - 2 10;f1d3;False;8;59
2k1r2r/p1p1Pp2/1bp4p/3q1bp1/8/2Q2NB1/P4PPP/R4RK1 b - - 2 21;h8g8;False;93;148
5r1k/1p2q1p1/2p2r1p/pn3bB1/1b5R/1B3N1P/P4PP1/2Q2RK1 w - - 4 31;a2a4;False;69;92
5r1k/1p2q1p1/2p2r1p/p4bB1/Pb5R/1Bn2N1P/5PP1/2Q2RK1 w - - 1 32;g1h1;False;-40;72
5r1k/1p2q1p1/2p2r1p/p5B1/Pb5R/1B1b1N1P/4nPP1/2Q1R2K w - - 5 34;c1d1;False;-32;146
2k1r1r1/p1p1Pp2/1bp2Q1p/q5p1/4b3/5NB1/P4PPP/2RR2K1 b - - 8 24;a5f5;False;183;143
5r1k/1p2q1p1/2p2r1p/p5B1/P6R/1B1b1N1P/4nPP1/3Qb2K w - - 0 35;d1d3;True;-167;211
2k1r1r1/p1p1Pp2/1bp2Qqp/4B1p1/4b3/8/P2N1PPP/2RR2K1 b - - 12 26;e4d5;False;273;54
r2q1rk1/pp3ppp/4nn2/1Nb5/5B2/3B1P2/PP3P1P/2RQ1RK1 w - - 1 15;f4e5;False;-18;113
r2r2k1/1p1bbppp/p3pn2/q3N1B1/3P4/1B4R1/PP2QPPP/3R2K1 b - - 2 17;d7e8;False;-134;54
r2rb1k1/1p2bppp/pq2pn2/6B1/3P2N1/1B4RP/PP2QPP1/3R2K1 b - - 2 19;f6d5;False;-224;91
2r3k1/p1P3N1/n4r2/6R1/3N1p2/4n3/P2B2PP/6K1 w - - 1 33;g7e6;False;459;225
r1b1k2r/ppq3pp/2n5/5p2/1b1Nn3/8/PPP1QPPP/RNBK1B1R w kq - 1 10;c2c3;False;36;300
r2rb1k1/1p3ppp/pq2p3/3P1n2/6N1/1BR4P/PP2QPP1/3R2K1 b - - 2 22;e8b5;False;-24;104
r1b1k2r/pp4pp/8/5p2/1b1qn3/5P2/PP2Q1PP/RNBK1B1R w kq - 0 13;b1d2;False;-12;53
1r2b1k1/1pR2ppp/p2n4/3BN3/5P2/7P/PP4P1/6K1 b - - 0 30;b7b5;False;-54;103
5rk1/b2q1ppp/8/8/2QnBP1P/2N3P1/Pr6/3R1R1K w - - 1 29;e4g2;False;-5;410
1r2b1k1/2R2ppp/p2n4/1p1BN3/5P2/7P/PP3KP1/8 b - - 1 31;b5b4;False;-107;71
1r2b1k1/2R2ppp/p2n4/3BN3/1p3P2/4K2P/PP4P1/8 b - - 1 32;a6a5;False;-63;53
r3r1k1/p1Rp1pp1/1pbP4/7p/3Q3P/P4PB1/2q3PK/5R2 b - - 1 25;c2a4;False;179;135
r3r1k1/p1Rp1pp1/1pbP4/7p/q6P/P1Q2PB1/6PK/5R2 b - - 3 26;f7f6;False;72;93
4b1k1/5ppp/3n4/1r1BNP2/3K2P1/p1R4P/P7/8 b - - 3 37;b5b2;False;-46;59
r1bqk1nr/ppp2ppp/2np4/b3p3/2BPP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 0 7;e5d4;True;39;82
r3k2r/ppp2ppp/2n1bn2/bB1qp3/Q2P4/B4N2/P4PPP/RN3RK1 b kq - 5 12;e6d7;False;158;133
r3k2r/pppb1ppp/2n2n2/bB1qP3/Q7/B4N2/P4PPP/RN3RK1 b kq - 0 13;a7a6;False;191;93
r3k2r/1ppb1ppp/p1n2P2/bB1q4/Q7/B4N2/P4PPP/RN3RK1 b kq - 0 14;a6b5;True;74;69
r2qkb1r/pppbnppp/2n5/1B2p1B1/4P3/2N2N2/PPP2PPP/R2QK2R b KQkq - 1 7;h7h6;False;-29;93
r3k1r1/1ppb1p1p/2n2Q2/bp1q4/8/5N2/PB3PPP/RN3RK1 b q - 3 18;g8g6;False;457;234
r2qk2r/p1pb1pp1/2pb2np/4p3/4P3/2NQB3/PPPN1PPP/R3K2R b KQkq - 5 11;g6e7;False;-33;94
2rr1bk1/pp3pp1/2q1p2p/4B3/2PP2Q1/7P/P4PP1/2RR2K1 b - - 0 24;f7f5;False;23;65
2k3r1/1pp2p1p/2n3r1/1p5q/6b1/2QR1NP1/PB3P1P/2R3K1 b - - 2 24;g6h6;False;445;205
r1n1k2r/p1pbqpp1/2pb3p/4p3/2N1PP2/2NQB3/PPP3PP/2KR3R b kq - 0 14;f7f6;False;-160;69
2k3r1/1pp2p1p/2n4r/1p5q/6bN/2QR2P1/PB3P1P/2R3K1 b - - 4 25;h5h4;True;258;567
2rr1bk1/p5p1/1pq1p2p/4Bp2/P1PP4/1Q5P/5PP1/2RR2K1 b - - 0 28;a7a5;False;-26;60
3rbrk1/p3q1p1/1ppNp1p1/3np3/3PN2P/R5Q1/PP3PP1/2R3K1 w - - 0 28;g3e5;True;281;116
r1n1k2r/p1pbq1p1/2pb3p/4p3/2N1P3/2NQB3/PPP3PP/2KR1R2 b kq - 1 16;e7e6;False;-209;130
2r2rk1/1pp2ppp/p2b2q1/4p3/4P1Q1/2N5/PPP2PPP/3R1RK1 w - - 2 15;g4e2;False;45;63
r1bqr1k1/ppbn1ppp/2p1pn2/8/2BPP3/2N2N2/PP1B1PPP/R2Q1RK1 w - - 1 11;d1b3;False;157;175
r1n1k2r/p1pbq1p1/2pb3p/2B1p3/N1N1P3/3Q4/PPP3PP/2KR1R2 b kq - 5 18;d6c5;True;-297;189
r1bqk2r/1p3ppp/p1n5/8/1b1p1B2/3BPN2/PP2KPPP/R2Q3R w kq - 0 12;e3d4;True;38;73
r2qk2r/1p3ppp/p1n5/8/1b1P1Bb1/3B1N2/PP2KPPP/R2Q3R w kq - 1 13;f4e3;False;55;69
r1bqk1nr/ppp2ppp/2np4/b3p3/2BPP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 0 7;e5d4;True;42;101
4k3/N1p3p1/7p/2N1p3/2n1P3/6P1/PPP4P/2K2b2 b - - 0 30;f1g2;False;-390;123
1r2r1k1/1bq2ppp/p4n2/2pP4/N1Bb4/2B4P/1PQ2PP1/R3R1K1 w - - 1 23;c2d3;False;44;50
r1bqk2r/pppp1ppp/2n2n2/8/1bBPP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 7;b1c3;False;8;73
r2q1rk1/1ppb1pp1/1n1p1n1p/p2P4/P2QP2B/5N2/5PPP/RN3RK1 b - - 1 16;d7g4;False;63;82
1r1r2k1/2q2pp1/p6p/8/5n2/2N1Q2P/1P3PP1/R3R1K1 w - - 0 29;a1a6;True;-19;161
r1bqk2r/ppp2ppp/2n5/3p4/2BPn3/2P2N2/P4PPP/R1BQ1RK1 w kq - 0 10;c1a3;False;-59;80
7r/3Qbk1p/5pp1/1B6/5q2/5P2/PP3P2/3R1K2 w - - 4 29;d1d4;False;350;142
8/2p3p1/3k3p/8/4b3/2KN2P1/PPP4P/8 b - - 5 36;e4d5;False;-436;100
8/2p3p1/3k3p/3b4/3K4/3N2P1/PPP4P/8 b - - 7 37;g7g5;False;-409;172
5k1r/3Qb2p/5pp1/8/2BR4/5q2/PP3P2/5K2 w - - 2 31;d7e6;False;260;82
3qr1k1/1ppn1pp1/r2p1n1p/p2P4/P2QP1bB/R7/3N1PPP/5RNK b - - 9 20;a6b6;False;15;78
3qr1k1/1ppn1pp1/1r1p1n1p/p2P3b/P1NQP2B/R4P2/6PP/5RNK b - - 2 22;b6a6;False;-20;50
5k1r/4b2p/4Qpp1/7q/2BR4/8/PP2KP2/8 w - - 6 33;f2f3;False;254;228
q3r1k1/1ppn1pp1/r2p1n1p/p2P3b/P1NQP2B/R4P2/4N1PP/1R5K b - - 6 24;a8a7;False;14;114
4r2r/ppp3pp/2n2qk1/5b2/2QP4/B1P1R3/P4PPP/R5K1 w - - 3 18;a1e1;False;3;180
4r1k1/qppn1pp1/r2p1n1p/p2P3b/P1N1P2B/R4P2/3QN1PP/1R5K b - - 8 25;h5g6;False;26;121
6k1/5pp1/4q2p/4Q3/1Pr1N3/4P2P/6P1/6K1 w - - 9 40;e5b8;False;-319;185
1q2r1k1/1pp2pp1/r2p1nbp/pNnPP3/P1N5/R4PB1/3Q2PP/2R4K b - - 0 30;f6e4;False;-125;186
2rr1k2/pp2bppp/2b2n2/q7/3B4/1BN5/PP2QPPP/2R1R1K1 b - - 2 20;d8e8;False;-10;53
r1bqk2r/pppp1ppp/2n2n2/8/1bBPP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 7;b1c3;False;0;62
r1bqk2r/ppp2ppp/2n5/3p4/2BPn3/2P2N2/P4PPP/R1BQ1RK1 w kq - 0 10;c1a3;False;-53;83
2b3r1/2R3p1/p1P1k3/4n1B1/2P4p/7P/P4PP1/6K1 w - - 9 32;g5e7;False;-95;78
2r1Rk2/pp3ppp/2bb1n2/8/3B4/1BNQ1PPq/PP5P/2R3K1 b - - 0 25;f6e8;True;34;144
2R5/1p3ppk/7p/p7/Pr6/2N4P/6P1/6K1 b - - 4 44;f7f5;False;-173;93
r1bq1rk1/p1p3pp/2p2p2/3n4/3P4/2N2N2/PP1Q1PPP/R3R1K1 b - - 1 13;a8b8;False;-19;52
R7/4r3/p1P5/2Pkn1p1/7p/5P1P/P4KP1/8 w - - 3 38;f2e3;False;-82;184
2kr2r1/p1p2p1p/1pq1b3/4R1p1/2pP4/2P5/P3QPPP/2B1R1K1 w - - 0 19;e5g5;True;-60;116
8/7k/1pR4p/p5p1/P4p2/2N2K1P/1r4P1/8 b - - 3 50;b2d2;False;-215;52
5k2/Bp1rbpnB/2b3p1/8/5PP1/2N5/PP5P/2R3K1 b - - 0 34;d7d2;False;150;71
6r1/pkp2p1p/1pq5/3b2B1/2pP1P2/2P3P1/P3Q2P/4R1K1 w - - 1 23;h2h3;False;-106;59
8/8/8/p1Pkn2r/5R1p/4K2P/P5P1/8 w - - 3 44;f4a4;False;-227;261
3k4/8/1p2R2p/p2N1Kp1/P4p2/7P/r5P1/8 b - - 15 56;d8c8;False;-208;79
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;20;57
8/pkp4p/1pb2pr1/3q4/2pP1PPB/2P4P/P1Q4K/4R3 w - - 1 28;c2f2;False;0;151
rnbq1rk1/pp2bppp/4pn2/2p3B1/2BP4/1QN1P3/PP3PPP/R3K1NR w KQ - 0 8;d4c5;True;26;58
8/pkp5/1pb2pr1/3q3p/2pP1PPB/2P4P/P4Q1K/4R3 w - - 0 29;g4g5;False;-2;219
2k5/8/1p1K2R1/p2N2pp/P7/7r/8/8 b - - 1 61;h3h4;False;-249;114
8/pkp5/1pb3r1/3q2pp/2pP1P1B/2P4P/P4Q1K/4R3 w - - 0 30;h4g5;True;-186;117
1rr5/2bkn1p1/2pp2np/1p6/3PN3/1N2B1PP/1P2RP2/4R1K1 b - - 4 29;c7b6;False;59;123
1rr5/3kn1p1/1bpp2np/1p6/3PNB2/1N4PP/1P2RP2/4R1K1 b - - 6 30;b6c7;False;-57;64
1rr5/2bkn1p1/2pp2n1/1p4Bp/3PN2P/1N4P1/1P2RP2/4R1K1 b - - 1 32;c7d8;False;-186;69
1k6/6R1/1N1K4/p5pp/P6r/8/8/8 b - - 0 64;h4h1;False;-249;58
1rrb4/3kn1p1/2pp2n1/1p4BP/3PN1p1/1N6/1P2RP2/4R1K1 b - - 0 34;g6f8;False;-258;211
1rrb1n2/3kn1p1/2p5/1pN3BP/3P2p1/8/1P2RP2/4R1K1 b - - 0 36;d7d6;False;-351;3644
8/Bp6/2b3k1/8/1P3n2/P1K4P/8/8 b - - 0 47;f4e6;False;222;124
6r1/1kp5/1pb5/p4qB1/P1pP3p/2P4P/3Q3K/4R3 w - - 0 36;e1e5;False;-468;136
r1br2k1/pp2bp1p/4p3/2qn1p2/8/P1N1PN2/1PQ2PPP/RB3RK1 w - - 0 16;f3d4;False;-52;60
r1br2k1/pp3p1p/4pb2/2qn1p2/3N4/P1N1P3/1PQ2PPP/RB3RK1 w - - 2 17;g2g4;False;1;244
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;26;56
8/pNpk4/2p5/K2b3R/3r3P/1P6/P7/8 b - - 1 46;d5f7;False;-49;96
8/3nB3/8/1p5k/1P1K3P/P7/6b1/8 b - - 2 53;h5g4;False;151;52
r1b2r2/pp2kp1Q/4pbB1/2q5/3N2p1/P1P1P3/5P1P/R4RK1 w - - 5 22;a1b1;False;-103;70
7R/p1p1kb2/2pr4/K1N5/P6P/1P6/8/8 b - - 2 50;d6d5;False;-165;61
r1b2r2/pp2kp1Q/4pbB1/6q1/3N2p1/P1P1P3/5P1P/1R3RK1 w - - 7 23;g6c2;False;-50;106
4b3/p1p1k3/2p4R/K1Nr4/PP5P/8/8/8 b - - 2 52;d5f5;False;-224;82
r3k2r/pp1bqn1p/2pp1pp1/4p3/3PP1P1/1PN1PN1P/1PP1Q3/2K3RR b kq - 3 17;e8c8;False;24;64
r2qkb1r/pppbnppp/2np4/1B2p1B1/3PP3/2N2N2/PPP2PPP/R2QK2R b KQkq - 4 6;f7f6;False;-46;58
r1b4r/pp2k3/4p3/5pq1/3NQ1p1/P1P1P3/2B2P1b/1R1R1K2 w - - 0 27;b1b7;True;178;161
r5qr/pQ6/4Nk2/5p2/6p1/P1P1P3/2B2P1b/3R1K2 w - - 1 30;e6d4;False;260;224
1k3r1r/ppnbq3/2pp1ppp/4p3/1P1PP1P1/2N1PNQP/1PP2R2/2K2R2 b - - 7 24;f8g8;False;7;70
r2q1rk1/pppbb1pp/1nnp1p2/4p3/3PP3/2PBBNN1/PP3PPP/R2QK2R b KQ - 4 11;g8h8;False;-68;78
3r2qr/pQ6/5k2/4bB2/3N2p1/P1P1P3/5P2/3R1K2 w - - 1 32;f5e4;False;73;101
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;22;56
2r1b1k1/1pq1bppp/p1n2n2/4p3/NP6/P3PNB1/2Q1BPPP/3R2K1 w - - 1 21;a4c5;False;45;56
1k2n1rr/pp1bq3/2pp1ppp/1P2p3/3PP1PN/2N1P1QP/1PP2R2/2K2R2 b - - 0 26;b8a8;False;4;91
k3n1rr/p2bq3/2pp1p2/4p1pp/3PP1P1/1PN1PNQP/2P3R1/2K2R2 b - - 0 30;h8h6;False;-10;54
r2nqr1k/pp1bb1pp/3p1p2/2p1p3/n2PP3/2PBB1N1/PPRN1PPP/3QR1K1 b - - 3 16;b7b5;False;54;134
r2nqr1k/p2bb1pp/3p1p2/1pp1p3/n2PPP2/2PBB1N1/PPRN2PP/3QR1K1 b - - 0 17;d8e6;False;-64;68
k7/prnbq3/2pp1p1r/4p1pp/3PP1P1/1PN1PN1P/1KP1Q3/R5R1 b - - 10 35;h6h8;False;-49;57
1r6/1p1n1pkp/p1nNb1p1/2P1P3/8/P3PB2/6PP/1R2B1K1 w - - 6 33;b1b7;True;283;155
k1r5/prnbq3/2pp1p2/4p1p1/3PP1P1/1PNQPN2/1KP5/3R2R1 b - - 2 38;d7e6;False;-34;110
r3qrk1/1pp2ppp/p2bn3/2p1p3/4P1QP/3PB3/PPP1NPP1/1K1R3R b - - 6 15;e6d4;False;-46;58
5k2/1N3p1p/p1n1b1p1/2P1n3/8/P1B1PB2/6PP/6K1 w - - 2 36;b7d6;False;149;99
